group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Rust insertion_sort 10,,,,,532411.0,ns,4502
Rust insertion_sort 10,,,,,1065168.0,ns,9004
Rust insertion_sort 10,,,,,1588033.0,ns,13506
Rust insertion_sort 10,,,,,2160009.0,ns,18008
Rust insertion_sort 10,,,,,2663929.0,ns,22510
Rust insertion_sort 10,,,,,3184078.0,ns,27012
Rust insertion_sort 10,,,,,3880411.0,ns,31514
Rust insertion_sort 10,,,,,4417634.0,ns,36016
Rust insertion_sort 10,,,,,4972060.0,ns,40518
Rust insertion_sort 10,,,,,5535276.0,ns,45020
Rust insertion_sort 10,,,,,6096842.0,ns,49522
Rust insertion_sort 10,,,,,6639678.0,ns,54024
Rust insertion_sort 10,,,,,7214393.0,ns,58526
Rust insertion_sort 10,,,,,7810145.0,ns,63028
Rust insertion_sort 10,,,,,8376384.0,ns,67530
Rust insertion_sort 10,,,,,8882778.0,ns,72032
Rust insertion_sort 10,,,,,9471399.0,ns,76534
Rust insertion_sort 10,,,,,10020719.0,ns,81036
Rust insertion_sort 10,,,,,10559578.0,ns,85538
Rust insertion_sort 10,,,,,11069191.0,ns,90040
Rust insertion_sort 10,,,,,11599331.0,ns,94542
Rust insertion_sort 10,,,,,12202025.0,ns,99044
Rust insertion_sort 10,,,,,12695229.0,ns,103546
Rust insertion_sort 10,,,,,13261188.0,ns,108048
Rust insertion_sort 10,,,,,13869817.0,ns,112550
Rust insertion_sort 10,,,,,14435148.0,ns,117052
Rust insertion_sort 10,,,,,14993785.0,ns,121554
Rust insertion_sort 10,,,,,15502489.0,ns,126056
Rust insertion_sort 10,,,,,16029736.0,ns,130558
Rust insertion_sort 10,,,,,16530095.0,ns,135060
Rust insertion_sort 10,,,,,17109205.0,ns,139562
Rust insertion_sort 10,,,,,17559400.0,ns,144064
Rust insertion_sort 10,,,,,18187571.0,ns,148566
Rust insertion_sort 10,,,,,18660836.0,ns,153068
Rust insertion_sort 10,,,,,19222935.0,ns,157570
Rust insertion_sort 10,,,,,19770246.0,ns,162072
Rust insertion_sort 10,,,,,20342345.0,ns,166574
Rust insertion_sort 10,,,,,20863997.0,ns,171076
Rust insertion_sort 10,,,,,21253537.0,ns,175578
Rust insertion_sort 10,,,,,21804142.0,ns,180080
Rust insertion_sort 10,,,,,22318897.0,ns,184582
Rust insertion_sort 10,,,,,22833407.0,ns,189084
Rust insertion_sort 10,,,,,23398421.0,ns,193586
Rust insertion_sort 10,,,,,24012304.0,ns,198088
Rust insertion_sort 10,,,,,24481460.0,ns,202590
Rust insertion_sort 10,,,,,25343614.0,ns,207092
Rust insertion_sort 10,,,,,25646785.0,ns,211594
Rust insertion_sort 10,,,,,26258709.0,ns,216096
Rust insertion_sort 10,,,,,26757621.0,ns,220598
Rust insertion_sort 10,,,,,27352962.0,ns,225100
Rust insertion_sort 10,,,,,27907132.0,ns,229602
Rust insertion_sort 10,,,,,28224482.0,ns,234104
Rust insertion_sort 10,,,,,28744315.0,ns,238606
Rust insertion_sort 10,,,,,29235151.0,ns,243108
Rust insertion_sort 10,,,,,29908649.0,ns,247610
Rust insertion_sort 10,,,,,30307190.0,ns,252112
Rust insertion_sort 10,,,,,30923187.0,ns,256614
Rust insertion_sort 10,,,,,31470304.0,ns,261116
Rust insertion_sort 10,,,,,31961727.0,ns,265618
Rust insertion_sort 10,,,,,32471958.0,ns,270120
Rust insertion_sort 10,,,,,32989398.0,ns,274622
Rust insertion_sort 10,,,,,33646923.0,ns,279124
Rust insertion_sort 10,,,,,34244934.0,ns,283626
Rust insertion_sort 10,,,,,34824127.0,ns,288128
Rust insertion_sort 10,,,,,35440757.0,ns,292630
Rust insertion_sort 10,,,,,35892973.0,ns,297132
Rust insertion_sort 10,,,,,36190821.0,ns,301634
Rust insertion_sort 10,,,,,36697586.0,ns,306136
Rust insertion_sort 10,,,,,37362417.0,ns,310638
Rust insertion_sort 10,,,,,37839906.0,ns,315140
Rust insertion_sort 10,,,,,38607630.0,ns,319642
Rust insertion_sort 10,,,,,38931425.0,ns,324144
Rust insertion_sort 10,,,,,40431529.0,ns,328646
Rust insertion_sort 10,,,,,40443814.0,ns,333148
Rust insertion_sort 10,,,,,41199313.0,ns,337650
Rust insertion_sort 10,,,,,41461600.0,ns,342152
Rust insertion_sort 10,,,,,42319771.0,ns,346654
Rust insertion_sort 10,,,,,42593412.0,ns,351156
Rust insertion_sort 10,,,,,43138305.0,ns,355658
Rust insertion_sort 10,,,,,43975873.0,ns,360160
Rust insertion_sort 10,,,,,44473257.0,ns,364662
Rust insertion_sort 10,,,,,45123848.0,ns,369164
Rust insertion_sort 10,,,,,45324232.0,ns,373666
Rust insertion_sort 10,,,,,45878754.0,ns,378168
Rust insertion_sort 10,,,,,46338848.0,ns,382670
Rust insertion_sort 10,,,,,46842967.0,ns,387172
Rust insertion_sort 10,,,,,47402240.0,ns,391674
Rust insertion_sort 10,,,,,48004596.0,ns,396176
Rust insertion_sort 10,,,,,48568882.0,ns,400678
Rust insertion_sort 10,,,,,49241986.0,ns,405180
Rust insertion_sort 10,,,,,49586027.0,ns,409682
Rust insertion_sort 10,,,,,50405058.0,ns,414184
Rust insertion_sort 10,,,,,50842195.0,ns,418686
Rust insertion_sort 10,,,,,51338126.0,ns,423188
Rust insertion_sort 10,,,,,51653269.0,ns,427690
Rust insertion_sort 10,,,,,52273267.0,ns,432192
Rust insertion_sort 10,,,,,52713297.0,ns,436694
Rust insertion_sort 10,,,,,53509169.0,ns,441196
Rust insertion_sort 10,,,,,54250935.0,ns,445698
Rust insertion_sort 10,,,,,54840524.0,ns,450200
