group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Rust selection_sort 10,,,,,601975.0,ns,3881
Rust selection_sort 10,,,,,1182836.0,ns,7762
Rust selection_sort 10,,,,,1776433.0,ns,11643
Rust selection_sort 10,,,,,2374858.0,ns,15524
Rust selection_sort 10,,,,,2982532.0,ns,19405
Rust selection_sort 10,,,,,3578114.0,ns,23286
Rust selection_sort 10,,,,,4142557.0,ns,27167
Rust selection_sort 10,,,,,4958788.0,ns,31048
Rust selection_sort 10,,,,,5544229.0,ns,34929
Rust selection_sort 10,,,,,6126246.0,ns,38810
Rust selection_sort 10,,,,,6715871.0,ns,42691
Rust selection_sort 10,,,,,7319989.0,ns,46572
Rust selection_sort 10,,,,,7920653.0,ns,50453
Rust selection_sort 10,,,,,8532402.0,ns,54334
Rust selection_sort 10,,,,,9107615.0,ns,58215
Rust selection_sort 10,,,,,9732356.0,ns,62096
Rust selection_sort 10,,,,,10358418.0,ns,65977
Rust selection_sort 10,,,,,10946827.0,ns,69858
Rust selection_sort 10,,,,,11551012.0,ns,73739
Rust selection_sort 10,,,,,12161640.0,ns,77620
Rust selection_sort 10,,,,,12740120.0,ns,81501
Rust selection_sort 10,,,,,13356428.0,ns,85382
Rust selection_sort 10,,,,,14008068.0,ns,89263
Rust selection_sort 10,,,,,14567800.0,ns,93144
Rust selection_sort 10,,,,,15149593.0,ns,97025
Rust selection_sort 10,,,,,15752449.0,ns,100906
Rust selection_sort 10,,,,,16395614.0,ns,104787
Rust selection_sort 10,,,,,17005466.0,ns,108668
Rust selection_sort 10,,,,,17561290.0,ns,112549
Rust selection_sort 10,,,,,18146405.0,ns,116430
Rust selection_sort 10,,,,,18756307.0,ns,120311
Rust selection_sort 10,,,,,19307403.0,ns,124192
Rust selection_sort 10,,,,,19909231.0,ns,128073
Rust selection_sort 10,,,,,20474282.0,ns,131954
Rust selection_sort 10,,,,,21044454.0,ns,135835
Rust selection_sort 10,,,,,21663971.0,ns,139716
Rust selection_sort 10,,,,,22252429.0,ns,143597
Rust selection_sort 10,,,,,22818064.0,ns,147478
Rust selection_sort 10,,,,,23449067.0,ns,151359
Rust selection_sort 10,,,,,24008394.0,ns,155240
Rust selection_sort 10,,,,,24587886.0,ns,159121
Rust selection_sort 10,,,,,25165039.0,ns,163002
Rust selection_sort 10,,,,,25778778.0,ns,166883
Rust selection_sort 10,,,,,26309920.0,ns,170764
Rust selection_sort 10,,,,,26952141.0,ns,174645
Rust selection_sort 10,,,,,27528511.0,ns,178526
Rust selection_sort 10,,,,,28163991.0,ns,182407
Rust selection_sort 10,,,,,28676671.0,ns,186288
Rust selection_sort 10,,,,,29539689.0,ns,190169
Rust selection_sort 10,,,,,29881127.0,ns,194050
Rust selection_sort 10,,,,,30458285.0,ns,197931
Rust selection_sort 10,,,,,31032799.0,ns,201812
Rust selection_sort 10,,,,,31658564.0,ns,205693
Rust selection_sort 10,,,,,32216491.0,ns,209574
Rust selection_sort 10,,,,,32812157.0,ns,213455
Rust selection_sort 10,,,,,33471558.0,ns,217336
Rust selection_sort 10,,,,,33951853.0,ns,221217
Rust selection_sort 10,,,,,34545821.0,ns,225098
Rust selection_sort 10,,,,,35145953.0,ns,228979
Rust selection_sort 10,,,,,35729376.0,ns,232860
Rust selection_sort 10,,,,,36348476.0,ns,236741
Rust selection_sort 10,,,,,36918354.0,ns,240622
Rust selection_sort 10,,,,,37467932.0,ns,244503
Rust selection_sort 10,,,,,38109103.0,ns,248384
Rust selection_sort 10,,,,,38643061.0,ns,252265
Rust selection_sort 10,,,,,39295092.0,ns,256146
Rust selection_sort 10,,,,,39819062.0,ns,260027
Rust selection_sort 10,,,,,40454234.0,ns,263908
Rust selection_sort 10,,,,,40997696.0,ns,267789
Rust selection_sort 10,,,,,41624715.0,ns,271670
Rust selection_sort 10,,,,,42727923.0,ns,275551
Rust selection_sort 10,,,,,43231578.0,ns,279432
Rust selection_sort 10,,,,,43430549.0,ns,283313
Rust selection_sort 10,,,,,44089308.0,ns,287194
Rust selection_sort 10,,,,,44574972.0,ns,291075
Rust selection_sort 10,,,,,45128821.0,ns,294956
Rust selection_sort 10,,,,,45704245.0,ns,298837
Rust selection_sort 10,,,,,46356840.0,ns,302718
Rust selection_sort 10,,,,,46914944.0,ns,306599
Rust selection_sort 10,,,,,47546367.0,ns,310480
Rust selection_sort 10,,,,,48072040.0,ns,314361
Rust selection_sort 10,,,,,48740486.0,ns,318242
Rust selection_sort 10,,,,,49276707.0,ns,322123
Rust selection_sort 10,,,,,50294952.0,ns,326004
Rust selection_sort 10,,,,,50759888.0,ns,329885
Rust selection_sort 10,,,,,51412557.0,ns,333766
Rust selection_sort 10,,,,,52047957.0,ns,337647
Rust selection_sort 10,,,,,52593092.0,ns,341528
Rust selection_sort 10,,,,,53173129.0,ns,345409
Rust selection_sort 10,,,,,53695490.0,ns,349290
Rust selection_sort 10,,,,,54347652.0,ns,353171
Rust selection_sort 10,,,,,54842615.0,ns,357052
Rust selection_sort 10,,,,,55458472.0,ns,360933
Rust selection_sort 10,,,,,56060841.0,ns,364814
Rust selection_sort 10,,,,,56693683.0,ns,368695
Rust selection_sort 10,,,,,57264788.0,ns,372576
Rust selection_sort 10,,,,,57979871.0,ns,376457
Rust selection_sort 10,,,,,58591259.0,ns,380338
Rust selection_sort 10,,,,,59144901.0,ns,384219
Rust selection_sort 10,,,,,59723459.0,ns,388100
