group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
C selection_sort 1000,,,,,935065.0,ns,150
C selection_sort 1000,,,,,1795246.0,ns,300
C selection_sort 1000,,,,,2729376.0,ns,450
C selection_sort 1000,,,,,3788682.0,ns,600
C selection_sort 1000,,,,,4849697.0,ns,750
C selection_sort 1000,,,,,5470778.0,ns,900
C selection_sort 1000,,,,,6641989.0,ns,1050
C selection_sort 1000,,,,,7327254.0,ns,1200
C selection_sort 1000,,,,,8381559.0,ns,1350
C selection_sort 1000,,,,,9182632.0,ns,1500
C selection_sort 1000,,,,,10156762.0,ns,1650
C selection_sort 1000,,,,,11058045.0,ns,1800
C selection_sort 1000,,,,,11952707.0,ns,1950
C selection_sort 1000,,,,,12791392.0,ns,2100
C selection_sort 1000,,,,,13799558.0,ns,2250
C selection_sort 1000,,,,,14760537.0,ns,2400
C selection_sort 1000,,,,,15649685.0,ns,2550
C selection_sort 1000,,,,,16779894.0,ns,2700
C selection_sort 1000,,,,,17804492.0,ns,2850
C selection_sort 1000,,,,,18401681.0,ns,3000
C selection_sort 1000,,,,,18945493.0,ns,3150
C selection_sort 1000,,,,,19809800.0,ns,3300
C selection_sort 1000,,,,,20799665.0,ns,3450
C selection_sort 1000,,,,,21698823.0,ns,3600
C selection_sort 1000,,,,,22721506.0,ns,3750
C selection_sort 1000,,,,,23582247.0,ns,3900
C selection_sort 1000,,,,,24783830.0,ns,4050
C selection_sort 1000,,,,,25532162.0,ns,4200
C selection_sort 1000,,,,,26654595.0,ns,4350
C selection_sort 1000,,,,,27665074.0,ns,4500
C selection_sort 1000,,,,,28690935.0,ns,4650
C selection_sort 1000,,,,,29266419.0,ns,4800
C selection_sort 1000,,,,,30221572.0,ns,4950
C selection_sort 1000,,,,,31173876.0,ns,5100
C selection_sort 1000,,,,,31981311.0,ns,5250
C selection_sort 1000,,,,,32641421.0,ns,5400
C selection_sort 1000,,,,,33567951.0,ns,5550
C selection_sort 1000,,,,,34820464.0,ns,5700
C selection_sort 1000,,,,,35743095.0,ns,5850
C selection_sort 1000,,,,,36514703.0,ns,6000
C selection_sort 1000,,,,,37483821.0,ns,6150
C selection_sort 1000,,,,,38671251.0,ns,6300
C selection_sort 1000,,,,,39034285.0,ns,6450
C selection_sort 1000,,,,,39610359.0,ns,6600
C selection_sort 1000,,,,,40785293.0,ns,6750
C selection_sort 1000,,,,,41459865.0,ns,6900
C selection_sort 1000,,,,,42330876.0,ns,7050
C selection_sort 1000,,,,,43580942.0,ns,7200
C selection_sort 1000,,,,,44088654.0,ns,7350
C selection_sort 1000,,,,,45000427.0,ns,7500
C selection_sort 1000,,,,,45913449.0,ns,7650
C selection_sort 1000,,,,,46788312.0,ns,7800
C selection_sort 1000,,,,,47707247.0,ns,7950
C selection_sort 1000,,,,,48588924.0,ns,8100
C selection_sort 1000,,,,,50755720.0,ns,8250
C selection_sort 1000,,,,,58082327.0,ns,8400
C selection_sort 1000,,,,,59282736.0,ns,8550
C selection_sort 1000,,,,,61140958.0,ns,8700
C selection_sort 1000,,,,,57070205.0,ns,8850
C selection_sort 1000,,,,,54558616.0,ns,9000
C selection_sort 1000,,,,,55181196.0,ns,9150
C selection_sort 1000,,,,,56085541.0,ns,9300
C selection_sort 1000,,,,,56853201.0,ns,9450
C selection_sort 1000,,,,,57734145.0,ns,9600
C selection_sort 1000,,,,,58620486.0,ns,9750
C selection_sort 1000,,,,,59622306.0,ns,9900
C selection_sort 1000,,,,,60602940.0,ns,10050
C selection_sort 1000,,,,,61430626.0,ns,10200
C selection_sort 1000,,,,,62203019.0,ns,10350
C selection_sort 1000,,,,,69378109.0,ns,10500
C selection_sort 1000,,,,,68725598.0,ns,10650
C selection_sort 1000,,,,,67636330.0,ns,10800
C selection_sort 1000,,,,,66384356.0,ns,10950
C selection_sort 1000,,,,,66943582.0,ns,11100
C selection_sort 1000,,,,,67496772.0,ns,11250
C selection_sort 1000,,,,,68596080.0,ns,11400
C selection_sort 1000,,,,,69722249.0,ns,11550
C selection_sort 1000,,,,,70549330.0,ns,11700
C selection_sort 1000,,,,,71467399.0,ns,11850
C selection_sort 1000,,,,,72491296.0,ns,12000
C selection_sort 1000,,,,,77786700.0,ns,12150
C selection_sort 1000,,,,,78118344.0,ns,12300
C selection_sort 1000,,,,,79034558.0,ns,12450
C selection_sort 1000,,,,,77903434.0,ns,12600
C selection_sort 1000,,,,,79133729.0,ns,12750
C selection_sort 1000,,,,,81132938.0,ns,12900
C selection_sort 1000,,,,,82791535.0,ns,13050
C selection_sort 1000,,,,,80739026.0,ns,13200
C selection_sort 1000,,,,,81829719.0,ns,13350
C selection_sort 1000,,,,,85265963.0,ns,13500
C selection_sort 1000,,,,,84351031.0,ns,13650
C selection_sort 1000,,,,,84902205.0,ns,13800
C selection_sort 1000,,,,,87822736.0,ns,13950
C selection_sort 1000,,,,,88604916.0,ns,14100
C selection_sort 1000,,,,,86440563.0,ns,14250
C selection_sort 1000,,,,,92178138.0,ns,14400
C selection_sort 1000,,,,,92841865.0,ns,14550
C selection_sort 1000,,,,,89232904.0,ns,14700
C selection_sort 1000,,,,,91793369.0,ns,14850
C selection_sort 1000,,,,,91813932.0,ns,15000
