group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Insertion Sort,Rust,10,,,495097.0,ns,4697
Insertion Sort,Rust,10,,,989451.0,ns,9394
Insertion Sort,Rust,10,,,1492430.0,ns,14091
Insertion Sort,Rust,10,,,1980560.0,ns,18788
Insertion Sort,Rust,10,,,2526154.0,ns,23485
Insertion Sort,Rust,10,,,3206830.0,ns,28182
Insertion Sort,Rust,10,,,3625580.0,ns,32879
Insertion Sort,Rust,10,,,4242646.0,ns,37576
Insertion Sort,Rust,10,,,4656973.0,ns,42273
Insertion Sort,Rust,10,,,5114871.0,ns,46970
Insertion Sort,Rust,10,,,5607583.0,ns,51667
Insertion Sort,Rust,10,,,6112399.0,ns,56364
Insertion Sort,Rust,10,,,6606768.0,ns,61061
Insertion Sort,Rust,10,,,7148792.0,ns,65758
Insertion Sort,Rust,10,,,7650547.0,ns,70455
Insertion Sort,Rust,10,,,8151179.0,ns,75152
Insertion Sort,Rust,10,,,8672235.0,ns,79849
Insertion Sort,Rust,10,,,9211016.0,ns,84546
Insertion Sort,Rust,10,,,9693519.0,ns,89243
Insertion Sort,Rust,10,,,10230077.0,ns,93940
Insertion Sort,Rust,10,,,10743781.0,ns,98637
Insertion Sort,Rust,10,,,11275711.0,ns,103334
Insertion Sort,Rust,10,,,11924669.0,ns,108031
Insertion Sort,Rust,10,,,12280310.0,ns,112728
Insertion Sort,Rust,10,,,12896277.0,ns,117425
Insertion Sort,Rust,10,,,13327948.0,ns,122122
Insertion Sort,Rust,10,,,13819160.0,ns,126819
Insertion Sort,Rust,10,,,14381219.0,ns,131516
Insertion Sort,Rust,10,,,14941338.0,ns,136213
Insertion Sort,Rust,10,,,15418728.0,ns,140910
Insertion Sort,Rust,10,,,16141852.0,ns,145607
Insertion Sort,Rust,10,,,16598472.0,ns,150304
Insertion Sort,Rust,10,,,16981776.0,ns,155001
Insertion Sort,Rust,10,,,17493171.0,ns,159698
Insertion Sort,Rust,10,,,17996534.0,ns,164395
Insertion Sort,Rust,10,,,18535212.0,ns,169092
Insertion Sort,Rust,10,,,19036148.0,ns,173789
Insertion Sort,Rust,10,,,19608552.0,ns,178486
Insertion Sort,Rust,10,,,20160290.0,ns,183183
Insertion Sort,Rust,10,,,20650230.0,ns,187880
Insertion Sort,Rust,10,,,21209144.0,ns,192577
Insertion Sort,Rust,10,,,22071781.0,ns,197274
Insertion Sort,Rust,10,,,22650021.0,ns,201971
Insertion Sort,Rust,10,,,23554985.0,ns,206668
Insertion Sort,Rust,10,,,23988652.0,ns,211365
Insertion Sort,Rust,10,,,24213415.0,ns,216062
Insertion Sort,Rust,10,,,24365738.0,ns,220759
Insertion Sort,Rust,10,,,25019087.0,ns,225456
Insertion Sort,Rust,10,,,26274939.0,ns,230153
Insertion Sort,Rust,10,,,26345603.0,ns,234850
Insertion Sort,Rust,10,,,27552347.0,ns,239547
Insertion Sort,Rust,10,,,27302669.0,ns,244244
Insertion Sort,Rust,10,,,27645370.0,ns,248941
Insertion Sort,Rust,10,,,28129229.0,ns,253638
Insertion Sort,Rust,10,,,28733931.0,ns,258335
Insertion Sort,Rust,10,,,29323410.0,ns,263032
