group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Rust insertion_sort 100,,,,,851163.0,ns,301
Rust insertion_sort 100,,,,,1659756.0,ns,602
Rust insertion_sort 100,,,,,2492847.0,ns,903
Rust insertion_sort 100,,,,,3312462.0,ns,1204
Rust insertion_sort 100,,,,,4224225.0,ns,1505
Rust insertion_sort 100,,,,,5060648.0,ns,1806
Rust insertion_sort 100,,,,,5909539.0,ns,2107
Rust insertion_sort 100,,,,,6706474.0,ns,2408
Rust insertion_sort 100,,,,,7462735.0,ns,2709
Rust insertion_sort 100,,,,,8287924.0,ns,3010
Rust insertion_sort 100,,,,,9126137.0,ns,3311
Rust insertion_sort 100,,,,,9943078.0,ns,3612
Rust insertion_sort 100,,,,,10782843.0,ns,3913
Rust insertion_sort 100,,,,,11589317.0,ns,4214
Rust insertion_sort 100,,,,,12424234.0,ns,4515
Rust insertion_sort 100,,,,,13273292.0,ns,4816
Rust insertion_sort 100,,,,,14080588.0,ns,5117
Rust insertion_sort 100,,,,,14920488.0,ns,5418
Rust insertion_sort 100,,,,,15748290.0,ns,5719
Rust insertion_sort 100,,,,,16566455.0,ns,6020
Rust insertion_sort 100,,,,,17371062.0,ns,6321
Rust insertion_sort 100,,,,,18246035.0,ns,6622
Rust insertion_sort 100,,,,,19068410.0,ns,6923
Rust insertion_sort 100,,,,,19909565.0,ns,7224
Rust insertion_sort 100,,,,,20716880.0,ns,7525
Rust insertion_sort 100,,,,,21555783.0,ns,7826
Rust insertion_sort 100,,,,,22343131.0,ns,8127
Rust insertion_sort 100,,,,,23215543.0,ns,8428
Rust insertion_sort 100,,,,,24006227.0,ns,8729
Rust insertion_sort 100,,,,,24840534.0,ns,9030
Rust insertion_sort 100,,,,,25696001.0,ns,9331
Rust insertion_sort 100,,,,,26503412.0,ns,9632
Rust insertion_sort 100,,,,,27314276.0,ns,9933
Rust insertion_sort 100,,,,,28158095.0,ns,10234
Rust insertion_sort 100,,,,,29121636.0,ns,10535
Rust insertion_sort 100,,,,,29865759.0,ns,10836
Rust insertion_sort 100,,,,,30643321.0,ns,11137
Rust insertion_sort 100,,,,,31491800.0,ns,11438
Rust insertion_sort 100,,,,,32291381.0,ns,11739
Rust insertion_sort 100,,,,,33201614.0,ns,12040
Rust insertion_sort 100,,,,,33970139.0,ns,12341
Rust insertion_sort 100,,,,,34804143.0,ns,12642
Rust insertion_sort 100,,,,,35627134.0,ns,12943
Rust insertion_sort 100,,,,,36463036.0,ns,13244
Rust insertion_sort 100,,,,,37270988.0,ns,13545
Rust insertion_sort 100,,,,,38066734.0,ns,13846
Rust insertion_sort 100,,,,,38959378.0,ns,14147
Rust insertion_sort 100,,,,,39886987.0,ns,14448
Rust insertion_sort 100,,,,,40611650.0,ns,14749
Rust insertion_sort 100,,,,,41535389.0,ns,15050
Rust insertion_sort 100,,,,,42287793.0,ns,15351
Rust insertion_sort 100,,,,,43006463.0,ns,15652
Rust insertion_sort 100,,,,,43927489.0,ns,15953
Rust insertion_sort 100,,,,,44715463.0,ns,16254
Rust insertion_sort 100,,,,,45584835.0,ns,16555
Rust insertion_sort 100,,,,,46392131.0,ns,16856
Rust insertion_sort 100,,,,,47239666.0,ns,17157
Rust insertion_sort 100,,,,,48536549.0,ns,17458
Rust insertion_sort 100,,,,,50630293.0,ns,17759
Rust insertion_sort 100,,,,,54784282.0,ns,18060
Rust insertion_sort 100,,,,,51341412.0,ns,18361
Rust insertion_sort 100,,,,,51354183.0,ns,18662
Rust insertion_sort 100,,,,,52255710.0,ns,18963
Rust insertion_sort 100,,,,,53037778.0,ns,19264
Rust insertion_sort 100,,,,,53826435.0,ns,19565
Rust insertion_sort 100,,,,,54691850.0,ns,19866
Rust insertion_sort 100,,,,,55559031.0,ns,20167
Rust insertion_sort 100,,,,,56343061.0,ns,20468
Rust insertion_sort 100,,,,,57144101.0,ns,20769
Rust insertion_sort 100,,,,,58167746.0,ns,21070
Rust insertion_sort 100,,,,,58792521.0,ns,21371
Rust insertion_sort 100,,,,,59672278.0,ns,21672
Rust insertion_sort 100,,,,,60441031.0,ns,21973
Rust insertion_sort 100,,,,,61315688.0,ns,22274
