group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Insertion Sort,C,1000,,,957298.0,ns,8
Insertion Sort,C,1000,,,1907859.0,ns,16
Insertion Sort,C,1000,,,2880716.0,ns,24
Insertion Sort,C,1000,,,3829353.0,ns,32
Insertion Sort,C,1000,,,4828848.0,ns,40
Insertion Sort,C,1000,,,5743106.0,ns,48
Insertion Sort,C,1000,,,6691704.0,ns,56
Insertion Sort,C,1000,,,7621381.0,ns,64
Insertion Sort,C,1000,,,8612031.0,ns,72
Insertion Sort,C,1000,,,9694666.0,ns,80
Insertion Sort,C,1000,,,10855369.0,ns,88
Insertion Sort,C,1000,,,11520306.0,ns,96
Insertion Sort,C,1000,,,12438674.0,ns,104
Insertion Sort,C,1000,,,13346853.0,ns,112
Insertion Sort,C,1000,,,14582159.0,ns,120
Insertion Sort,C,1000,,,15790924.0,ns,128
Insertion Sort,C,1000,,,16303960.0,ns,136
Insertion Sort,C,1000,,,17213817.0,ns,144
Insertion Sort,C,1000,,,18190826.0,ns,152
Insertion Sort,C,1000,,,19121390.0,ns,160
Insertion Sort,C,1000,,,20031369.0,ns,168
Insertion Sort,C,1000,,,21048897.0,ns,176
Insertion Sort,C,1000,,,22054540.0,ns,184
Insertion Sort,C,1000,,,24490347.0,ns,192
Insertion Sort,C,1000,,,24596404.0,ns,200
Insertion Sort,C,1000,,,25671431.0,ns,208
Insertion Sort,C,1000,,,25857240.0,ns,216
Insertion Sort,C,1000,,,26910101.0,ns,224
Insertion Sort,C,1000,,,27705499.0,ns,232
Insertion Sort,C,1000,,,30323882.0,ns,240
Insertion Sort,C,1000,,,30849268.0,ns,248
Insertion Sort,C,1000,,,31390816.0,ns,256
Insertion Sort,C,1000,,,31606049.0,ns,264
Insertion Sort,C,1000,,,32471993.0,ns,272
Insertion Sort,C,1000,,,33441911.0,ns,280
Insertion Sort,C,1000,,,34415920.0,ns,288
Insertion Sort,C,1000,,,36225057.0,ns,296
Insertion Sort,C,1000,,,36313036.0,ns,304
Insertion Sort,C,1000,,,37402820.0,ns,312
Insertion Sort,C,1000,,,39035840.0,ns,320
Insertion Sort,C,1000,,,39658688.0,ns,328
Insertion Sort,C,1000,,,40787486.0,ns,336
Insertion Sort,C,1000,,,41945007.0,ns,344
Insertion Sort,C,1000,,,42855184.0,ns,352
Insertion Sort,C,1000,,,43096930.0,ns,360
Insertion Sort,C,1000,,,43957920.0,ns,368
Insertion Sort,C,1000,,,44952808.0,ns,376
Insertion Sort,C,1000,,,46038201.0,ns,384
Insertion Sort,C,1000,,,46979902.0,ns,392
Insertion Sort,C,1000,,,47772940.0,ns,400
Insertion Sort,C,1000,,,48799131.0,ns,408
Insertion Sort,C,1000,,,49822110.0,ns,416
Insertion Sort,C,1000,,,50686518.0,ns,424
Insertion Sort,C,1000,,,51680554.0,ns,432
Insertion Sort,C,1000,,,52645213.0,ns,440
Insertion Sort,C,1000,,,53615037.0,ns,448
Insertion Sort,C,1000,,,54667191.0,ns,456
Insertion Sort,C,1000,,,55546002.0,ns,464
Insertion Sort,C,1000,,,56734163.0,ns,472
Insertion Sort,C,1000,,,57646166.0,ns,480
Insertion Sort,C,1000,,,58280213.0,ns,488
Insertion Sort,C,1000,,,59376933.0,ns,496
Insertion Sort,C,1000,,,60226107.0,ns,504
Insertion Sort,C,1000,,,61437786.0,ns,512
Insertion Sort,C,1000,,,62257965.0,ns,520
Insertion Sort,C,1000,,,63172886.0,ns,528
Insertion Sort,C,1000,,,64284244.0,ns,536
Insertion Sort,C,1000,,,65970085.0,ns,544
Insertion Sort,C,1000,,,65984915.0,ns,552
Insertion Sort,C,1000,,,67019085.0,ns,560
Insertion Sort,C,1000,,,67981626.0,ns,568
Insertion Sort,C,1000,,,68974198.0,ns,576
Insertion Sort,C,1000,,,70595500.0,ns,584
Insertion Sort,C,1000,,,70769797.0,ns,592
Insertion Sort,C,1000,,,71669411.0,ns,600
Insertion Sort,C,1000,,,72688742.0,ns,608
Insertion Sort,C,1000,,,73677642.0,ns,616
Insertion Sort,C,1000,,,74617675.0,ns,624
Insertion Sort,C,1000,,,75560145.0,ns,632
Insertion Sort,C,1000,,,76540348.0,ns,640
Insertion Sort,C,1000,,,77472939.0,ns,648
Insertion Sort,C,1000,,,78395376.0,ns,656
Insertion Sort,C,1000,,,79423487.0,ns,664
Insertion Sort,C,1000,,,81078629.0,ns,672
Insertion Sort,C,1000,,,81535593.0,ns,680
Insertion Sort,C,1000,,,82319235.0,ns,688
Insertion Sort,C,1000,,,83194367.0,ns,696
Insertion Sort,C,1000,,,84224012.0,ns,704
Insertion Sort,C,1000,,,85256170.0,ns,712
Insertion Sort,C,1000,,,86970683.0,ns,720
Insertion Sort,C,1000,,,87140407.0,ns,728
Insertion Sort,C,1000,,,88034772.0,ns,736
Insertion Sort,C,1000,,,88995571.0,ns,744
Insertion Sort,C,1000,,,89914806.0,ns,752
Insertion Sort,C,1000,,,90954502.0,ns,760
Insertion Sort,C,1000,,,92011117.0,ns,768
Insertion Sort,C,1000,,,93020378.0,ns,776
Insertion Sort,C,1000,,,93814176.0,ns,784
Insertion Sort,C,1000,,,94678503.0,ns,792
Insertion Sort,C,1000,,,95721138.0,ns,800
