group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Selection Sort,C,100,,,910829.0,ns,152
Selection Sort,C,100,,,1831878.0,ns,304
Selection Sort,C,100,,,2752721.0,ns,456
Selection Sort,C,100,,,3660066.0,ns,608
Selection Sort,C,100,,,4608808.0,ns,760
Selection Sort,C,100,,,5499025.0,ns,912
Selection Sort,C,100,,,6407949.0,ns,1064
Selection Sort,C,100,,,7319184.0,ns,1216
Selection Sort,C,100,,,8206812.0,ns,1368
Selection Sort,C,100,,,9170055.0,ns,1520
Selection Sort,C,100,,,10027198.0,ns,1672
Selection Sort,C,100,,,10944224.0,ns,1824
Selection Sort,C,100,,,11851406.0,ns,1976
Selection Sort,C,100,,,12778657.0,ns,2128
Selection Sort,C,100,,,13710035.0,ns,2280
Selection Sort,C,100,,,14628006.0,ns,2432
Selection Sort,C,100,,,15625891.0,ns,2584
Selection Sort,C,100,,,16431305.0,ns,2736
Selection Sort,C,100,,,17342920.0,ns,2888
Selection Sort,C,100,,,18262274.0,ns,3040
Selection Sort,C,100,,,19193059.0,ns,3192
Selection Sort,C,100,,,20155140.0,ns,3344
Selection Sort,C,100,,,20984348.0,ns,3496
Selection Sort,C,100,,,21967269.0,ns,3648
Selection Sort,C,100,,,22839863.0,ns,3800
Selection Sort,C,100,,,23727732.0,ns,3952
Selection Sort,C,100,,,24625518.0,ns,4104
Selection Sort,C,100,,,25630238.0,ns,4256
Selection Sort,C,100,,,26458289.0,ns,4408
Selection Sort,C,100,,,27382677.0,ns,4560
Selection Sort,C,100,,,28349629.0,ns,4712
Selection Sort,C,100,,,29183539.0,ns,4864
Selection Sort,C,100,,,30108587.0,ns,5016
Selection Sort,C,100,,,31009781.0,ns,5168
Selection Sort,C,100,,,31915950.0,ns,5320
Selection Sort,C,100,,,32847689.0,ns,5472
Selection Sort,C,100,,,33783453.0,ns,5624
Selection Sort,C,100,,,34716844.0,ns,5776
Selection Sort,C,100,,,35634241.0,ns,5928
Selection Sort,C,100,,,36473703.0,ns,6080
Selection Sort,C,100,,,37383266.0,ns,6232
Selection Sort,C,100,,,38412058.0,ns,6384
Selection Sort,C,100,,,39243838.0,ns,6536
Selection Sort,C,100,,,40117650.0,ns,6688
Selection Sort,C,100,,,41107901.0,ns,6840
Selection Sort,C,100,,,42033538.0,ns,6992
Selection Sort,C,100,,,42866715.0,ns,7144
Selection Sort,C,100,,,43788850.0,ns,7296
Selection Sort,C,100,,,44815683.0,ns,7448
Selection Sort,C,100,,,45606043.0,ns,7600
Selection Sort,C,100,,,46646992.0,ns,7752
Selection Sort,C,100,,,47454993.0,ns,7904
Selection Sort,C,100,,,48472121.0,ns,8056
Selection Sort,C,100,,,49249521.0,ns,8208
Selection Sort,C,100,,,50171557.0,ns,8360
Selection Sort,C,100,,,51060600.0,ns,8512
Selection Sort,C,100,,,52019411.0,ns,8664
Selection Sort,C,100,,,52942576.0,ns,8816
Selection Sort,C,100,,,53864345.0,ns,8968
Selection Sort,C,100,,,54761507.0,ns,9120
Selection Sort,C,100,,,55650542.0,ns,9272
Selection Sort,C,100,,,56889676.0,ns,9424
Selection Sort,C,100,,,57499599.0,ns,9576
Selection Sort,C,100,,,58453793.0,ns,9728
Selection Sort,C,100,,,59284137.0,ns,9880
Selection Sort,C,100,,,60204412.0,ns,10032
Selection Sort,C,100,,,61268860.0,ns,10184
Selection Sort,C,100,,,62171253.0,ns,10336
Selection Sort,C,100,,,62938099.0,ns,10488
Selection Sort,C,100,,,63875343.0,ns,10640
Selection Sort,C,100,,,64786896.0,ns,10792
Selection Sort,C,100,,,65636748.0,ns,10944
Selection Sort,C,100,,,66722836.0,ns,11096
Selection Sort,C,100,,,67521190.0,ns,11248
Selection Sort,C,100,,,68450293.0,ns,11400
Selection Sort,C,100,,,69477296.0,ns,11552
Selection Sort,C,100,,,70292346.0,ns,11704
Selection Sort,C,100,,,71136044.0,ns,11856
Selection Sort,C,100,,,72133223.0,ns,12008
Selection Sort,C,100,,,73023882.0,ns,12160
Selection Sort,C,100,,,73955472.0,ns,12312
Selection Sort,C,100,,,74927979.0,ns,12464
Selection Sort,C,100,,,75694662.0,ns,12616
Selection Sort,C,100,,,76722197.0,ns,12768
Selection Sort,C,100,,,77579570.0,ns,12920
Selection Sort,C,100,,,78480320.0,ns,13072
Selection Sort,C,100,,,79475444.0,ns,13224
Selection Sort,C,100,,,80592503.0,ns,13376
Selection Sort,C,100,,,81342072.0,ns,13528
Selection Sort,C,100,,,82280054.0,ns,13680
Selection Sort,C,100,,,83013519.0,ns,13832
Selection Sort,C,100,,,83907181.0,ns,13984
Selection Sort,C,100,,,84965985.0,ns,14136
Selection Sort,C,100,,,85739267.0,ns,14288
Selection Sort,C,100,,,86656142.0,ns,14440
Selection Sort,C,100,,,87606792.0,ns,14592
Selection Sort,C,100,,,88464922.0,ns,14744
Selection Sort,C,100,,,89524887.0,ns,14896
Selection Sort,C,100,,,90811136.0,ns,15048
Selection Sort,C,100,,,91320648.0,ns,15200
